Car_id,Brand,Model,Year,Price,Km_driven,Fuel_type,Transmission,Owner_type,Mileage_kmpl,Engine_cc,Seats,City,Listing_date,Car_age
455,Toyota,Fortuner,2015,1787867.0,140039,Petrol,Manual,First Owner,25.7,800,5,Hyderabad,2023-11-02,11
456,Maruti,Baleno,2015,718528.0,34275,Diesel,Manual,Third Owner,20.9,2000,7,Kolkata,2020-08-12,11
457,Maruti,Alto,2012,1475935.0,106221,Diesel,Automatic,Second Owner,26.9,1000,5,Hyderabad,2021-11-08,14
458,Maruti,Swift,2014,670453.0,42246,Electric,Automatic,First Owner,14.1,1800,4,Kolkata,2022-12-25,12
459,Honda,City,2013,371634.0,172301,Petrol,Manual,First Owner,28.2,2000,7,Kolkata,2023-10-27,13
460,Honda,Amaze,2015,402845.0,20492,Petrol,Manual,Third Owner,14.8,1500,4,Chennai,2019-04-02,11
461,Maruti,Alto,2017,1172378.0,127201,Cng,Automatic,First Owner,24.4,1800,4,Mumbai,2021-08-31,9
462,Honda,Civic,2013,2437027.0,183079,Cng,Manual,First Owner,23.6,1200,4,Mumbai,2022-11-30,13
463,Mahindra,Bolero,2008,1280721.0,131941,Cng,Automatic,Second Owner,23.7,1500,4,Pune,2020-02-27,18
464,Tata,Altroz,2023,1373112.0,107807,Petrol,Automatic,Third Owner,12.1,1000,7,Chennai,2019-10-13,3
465,Honda,Amaze,2011,1513195.0,69628,Diesel,Manual,Third Owner,28.7,1200,4,Pune,2021-04-24,15
466,Tata,Nexon,2013,302349.0,63963,Petrol,Automatic,Second Owner,20.0,800,7,Kolkata,2023-01-30,13
467,Mahindra,XUV300,2018,1267419.0,160882,Petrol,Manual,First Owner,14.7,1500,7,Hyderabad,2022-11-28,8
468,Hyundai,Verna,2016,474870.0,84173,Electric,Manual,Second Owner,18.7,1200,4,Bangalore,2022-07-16,10
469,Hyundai,Creta,2018,2087479.0,41155,Electric,Automatic,First Owner,11.8,1800,4,Mumbai,2020-09-27,8
470,Honda,Amaze,2022,2477620.0,97186,Diesel,Automatic,First Owner,10.3,1000,5,Hyderabad,2022-04-30,4
471,Tata,Tiago,2011,1017882.0,76765,Electric,Automatic,Second Owner,22.2,800,4,Kolkata,2021-06-15,15
472,Mahindra,Scorpio,2010,1490411.0,111772,Petrol,Manual,Third Owner,23.3,2000,7,Chennai,2020-01-30,16
473,Maruti,Swift,2009,235555.0,123663,Diesel,Automatic,Second Owner,11.8,1000,4,Delhi,2019-07-28,17
474,Mahindra,Scorpio,2013,675982.0,142040,Diesel,Manual,Third Owner,10.8,2000,4,Pune,2020-02-17,13
475,Tata,Nexon,2019,512738.0,36725,Cng,Automatic,Third Owner,13.0,1200,5,Chennai,2020-06-07,7
476,Honda,Amaze,2023,1152492.0,101356,Petrol,Manual,Second Owner,19.6,1000,7,Bangalore,2019-06-19,3
477,Toyota,Glanza,2006,768801.0,37650,Diesel,Automatic,First Owner,26.0,1500,5,Pune,2019-11-07,20
478,Hyundai,i10,2005,2455148.0,73130,Electric,Manual,Third Owner,22.2,1800,5,Hyderabad,2020-06-12,21
479,Toyota,Fortuner,2011,2378935.0,34651,Cng,Manual,Second Owner,17.6,1500,7,Pune,2020-03-10,15
480,Hyundai,Creta,2011,419489.0,82683,Petrol,Manual,Third Owner,14.5,1500,5,Pune,2020-10-07,15
481,Mahindra,Bolero,2020,2129020.0,120007,Electric,Manual,Third Owner,19.3,800,5,Mumbai,2020-01-21,6
482,Tata,Nexon,2017,1381141.0,159134,Petrol,Manual,First Owner,26.7,1800,7,Bangalore,2022-09-09,9
483,Tata,Nexon,2018,264642.0,129662,Electric,Automatic,Second Owner,13.5,1000,4,Delhi,2021-04-18,8
484,Tata,Altroz,2014,2118812.0,48632,Petrol,Automatic,Second Owner,21.3,1800,5,Mumbai,2021-07-05,12
485,Honda,Civic,2005,539637.0,196057,Cng,Manual,First Owner,18.3,1200,4,Pune,2023-03-07,21
486,Maruti,WagonR,2008,220925.0,40481,Diesel,Automatic,First Owner,23.8,2000,7,Kolkata,2024-04-25,18
487,Tata,Tiago,2015,1291862.0,151807,Cng,Automatic,Second Owner,18.0,1500,5,Pune,2023-02-04,11
488,Maruti,Baleno,2018,2477696.0,187809,Cng,Automatic,Third Owner,18.4,1000,5,Chennai,2022-09-03,8
489,Maruti,WagonR,2014,120900.0,130155,Diesel,Manual,Third Owner,14.2,1000,5,Hyderabad,2019-10-09,12
490,Honda,City,2018,2499263.0,49875,Electric,Automatic,First Owner,18.3,2000,4,Delhi,2020-12-26,8
491,Toyota,Innova,2013,426238.0,91436,Electric,Manual,First Owner,19.2,1000,5,Pune,2019-02-05,13
492,Tata,Altroz,2008,935091.0,115788,Petrol,Manual,Second Owner,25.5,1200,7,Pune,2020-07-04,18
493,Maruti,WagonR,2022,843770.0,176804,Petrol,Manual,First Owner,21.1,1800,7,Bangalore,2024-05-01,4
494,Honda,City,2007,2394511.0,129560,Electric,Automatic,Third Owner,20.4,800,7,Pune,2021-10-07,19
495,Hyundai,i10,2016,374043.0,14303,Cng,Automatic,First Owner,15.6,1200,4,Pune,2023-03-28,10
496,Hyundai,Verna,2007,1750352.0,199804,Diesel,Automatic,First Owner,23.1,800,7,Mumbai,2024-03-25,19
497,Maruti,Baleno,2018,1721451.0,105422,Petrol,Automatic,Third Owner,23.8,2000,7,Delhi,2020-06-01,8
498,Tata,Altroz,2016,2183815.0,63808,Petrol,Manual,Second Owner,15.1,1800,7,Bangalore,2024-03-23,10
499,Hyundai,Verna,2022,2232678.0,140127,Petrol,Manual,Third Owner,14.3,1800,5,Kolkata,2023-02-01,4
500,Toyota,Fortuner,2014,891055.0,76187,Petrol,Automatic,Second Owner,27.7,2000,5,Delhi,2022-04-08,12
501,Tata,Tiago,2011,1465059.0,150491,Petrol,Automatic,Third Owner,10.2,2000,7,Delhi,2019-09-13,15
502,Toyota,Glanza,2020,2474856.0,146472,Electric,Manual,First Owner,27.3,800,5,Delhi,2022-01-28,6
503,Mahindra,Bolero,2009,2082501.0,66402,Petrol,Automatic,Third Owner,28.0,800,5,Pune,2023-10-16,17
504,Hyundai,Verna,2022,2067513.0,129958,Petrol,Automatic,First Owner,10.6,1500,5,Delhi,2022-12-01,4
505,Toyota,Innova,2023,1953490.0,135912,Diesel,Automatic,First Owner,13.6,2000,7,Pune,2021-05-08,3
506,Hyundai,i20,2016,1555399.0,108739,Electric,Manual,Third Owner,15.9,1200,7,Kolkata,2021-01-22,10
507,Mahindra,Scorpio,2021,1465484.0,84912,Electric,Automatic,Second Owner,12.8,1200,4,Hyderabad,2023-07-03,5
508,Maruti,Swift,2005,366725.0,8066,Petrol,Manual,Second Owner,29.2,2000,4,Mumbai,2024-03-10,21
509,Tata,Nexon,2010,2355281.0,119942,Electric,Automatic,Third Owner,15.9,800,7,Kolkata,2023-10-16,16
510,Mahindra,Bolero,2006,2453864.0,131320,Electric,Manual,Second Owner,27.9,2000,4,Bangalore,2024-05-26,20
511,Maruti,Swift,2016,1084958.0,67979,Petrol,Manual,First Owner,24.3,2000,4,Kolkata,2023-04-08,10
512,Toyota,Innova,2022,1351082.0,60001,Diesel,Manual,Third Owner,20.7,1500,4,Pune,2020-05-02,4
513,Toyota,Fortuner,2007,1278656.0,30703,Cng,Automatic,First Owner,25.4,800,5,Hyderabad,2022-04-28,19
514,Maruti,Baleno,2022,1063151.0,185951,Electric,Manual,Third Owner,18.6,2000,7,Mumbai,2022-03-30,4
515,Tata,Altroz,2018,810991.0,163263,Electric,Automatic,First Owner,26.5,800,5,Kolkata,2023-07-03,8
516,Hyundai,Verna,2021,1267419.0,43675,Petrol,Automatic,Second Owner,18.8,2000,5,Kolkata,2022-05-01,5
517,Tata,Nexon,2012,609761.0,180155,Electric,Automatic,Third Owner,18.7,1800,5,Pune,2023-04-01,14
518,Toyota,Fortuner,2020,181804.0,50917,Electric,Automatic,Second Owner,13.4,1000,4,Hyderabad,2021-07-08,6
519,Honda,Amaze,2010,959600.0,77978,Petrol,Manual,Third Owner,10.8,1200,4,Hyderabad,2024-03-04,16
520,Mahindra,Scorpio,2021,1813737.0,143136,Diesel,Automatic,Second Owner,21.0,800,7,Delhi,2022-03-03,5
521,Hyundai,i20,2022,1825402.0,96083,Electric,Automatic,First Owner,22.8,1500,4,Hyderabad,2023-01-21,4
522,Hyundai,i10,2010,1998588.0,102230,Diesel,Manual,First Owner,13.2,1800,4,Hyderabad,2024-02-14,16
523,Tata,Nexon,2023,1701369.0,160982,Petrol,Manual,First Owner,25.1,1200,5,Hyderabad,2021-03-17,3
524,Tata,Tiago,2015,133614.0,195041,Cng,Manual,Second Owner,21.3,1800,5,Bangalore,2024-05-12,11
525,Toyota,Glanza,2005,328822.0,35389,Cng,Manual,First Owner,26.8,1200,5,Mumbai,2022-03-18,21
526,Hyundai,Verna,2011,2144996.0,73273,Cng,Automatic,Second Owner,20.2,1000,4,Chennai,2021-02-20,15
527,Mahindra,XUV300,2021,1615343.0,114895,Diesel,Manual,First Owner,13.6,1200,4,Pune,2021-10-22,5
528,Hyundai,Verna,2020,2258689.0,78182,Cng,Automatic,Second Owner,17.9,1000,4,Hyderabad,2019-07-20,6
529,Maruti,Swift,2017,488312.0,168187,Electric,Manual,First Owner,11.4,1800,4,Kolkata,2021-06-24,9
530,Mahindra,Scorpio,2009,2252192.0,131607,Electric,Automatic,Third Owner,27.3,800,7,Chennai,2021-11-04,17
531,Tata,Altroz,2005,2378454.0,90543,Diesel,Manual,Second Owner,29.6,1800,5,Pune,2024-05-15,21
532,Honda,Amaze,2013,170910.0,40270,Petrol,Automatic,First Owner,16.0,2000,4,Kolkata,2019-09-16,13
533,Tata,Tiago,2010,1267419.0,67690,Diesel,Manual,Second Owner,22.8,1200,4,Delhi,2021-10-25,16
534,Hyundai,Creta,2016,1160966.0,112302,Cng,Automatic,First Owner,26.0,1000,5,Kolkata,2024-05-27,10
535,Hyundai,i20,2021,176439.0,79543,Petrol,Automatic,Third Owner,16.2,1200,5,Kolkata,2022-03-30,5
536,Hyundai,i10,2017,1856306.0,62885,Electric,Automatic,Third Owner,16.9,2000,4,Mumbai,2021-10-21,9
537,Hyundai,i10,2015,138742.0,84458,Diesel,Automatic,First Owner,27.6,1800,5,Pune,2019-07-26,11
538,Hyundai,Creta,2008,1151211.0,136454,Cng,Automatic,Second Owner,27.3,800,5,Pune,2021-09-29,18
539,Tata,Tiago,2009,1571218.0,158166,Petrol,Manual,Second Owner,14.4,1800,5,Bangalore,2024-01-31,17
540,Honda,Amaze,2008,2482615.0,74731,Petrol,Manual,Third Owner,18.3,1500,4,Mumbai,2019-04-13,18
541,Maruti,Alto,2014,1655083.0,110308,Electric,Automatic,Second Owner,12.3,2000,5,Kolkata,2023-05-13,12
542,Tata,Nexon,2015,2439935.0,103904,Cng,Automatic,Second Owner,15.8,2000,5,Kolkata,2023-07-05,11
543,Maruti,WagonR,2020,1226089.0,61141,Diesel,Manual,First Owner,13.4,1200,7,Pune,2021-05-26,6
544,Tata,Nexon,2021,1267419.0,25870,Diesel,Automatic,Second Owner,14.8,800,4,Hyderabad,2022-05-06,5
545,Maruti,WagonR,2014,1592646.0,134025,Petrol,Automatic,Third Owner,16.7,800,7,Mumbai,2023-05-21,12
546,Maruti,Swift,2024,1630575.0,130443,Electric,Manual,Second Owner,22.3,1200,5,Delhi,2020-07-22,2
547,Mahindra,XUV300,2010,1267419.0,159305,Cng,Manual,First Owner,23.3,1500,5,Mumbai,2023-04-03,16
548,Tata,Nexon,2019,617212.0,72749,Diesel,Manual,Third Owner,17.0,1500,7,Chennai,2019-06-26,7
549,Hyundai,i20,2017,2106686.0,158403,Diesel,Manual,Third Owner,18.1,800,5,Bangalore,2021-01-05,9
550,Toyota,Innova,2024,2341729.0,196469,Electric,Manual,Third Owner,14.6,800,7,Delhi,2019-06-29,2
551,Tata,Tiago,2010,483563.0,175297,Cng,Automatic,Second Owner,24.0,1200,5,Kolkata,2023-02-08,16
552,Toyota,Innova,2015,1804910.0,37525,Cng,Automatic,Third Owner,28.5,800,4,Hyderabad,2024-01-03,11
553,Mahindra,XUV300,2005,260391.0,151213,Cng,Automatic,First Owner,14.2,800,7,Hyderabad,2021-12-31,21
554,Mahindra,Scorpio,2016,2207084.0,126943,Cng,Manual,Third Owner,19.4,1000,5,Delhi,2021-07-28,10
555,Hyundai,i10,2017,2054219.0,15362,Diesel,Manual,Second Owner,24.1,1000,7,Chennai,2023-09-06,9
556,Maruti,Baleno,2011,1055649.0,157995,Electric,Manual,Second Owner,19.8,1000,5,Bangalore,2020-06-24,15
557,Honda,City,2007,2322982.0,163023,Electric,Automatic,Second Owner,21.5,2000,7,Bangalore,2022-02-17,19
558,Mahindra,XUV300,2005,1917271.0,172355,Electric,Manual,Second Owner,10.2,1500,4,Chennai,2020-11-09,21
559,Tata,Altroz,2019,539786.0,175023,Petrol,Manual,Third Owner,24.3,2000,5,Hyderabad,2020-05-04,7
560,Maruti,Swift,2017,776762.0,81798,Diesel,Manual,Second Owner,16.1,1800,5,Delhi,2024-05-21,9
561,Tata,Tiago,2021,1645578.0,107807,Cng,Automatic,Third Owner,18.8,1800,5,Chennai,2022-07-22,5
562,Honda,Amaze,2024,1473802.0,5483,Cng,Manual,First Owner,25.4,2000,5,Bangalore,2024-02-21,2
563,Hyundai,i10,2023,2353151.0,124831,Diesel,Manual,First Owner,20.2,1500,7,Kolkata,2020-10-23,3
564,Toyota,Glanza,2012,1267419.0,102282,Electric,Manual,First Owner,24.8,1000,5,Mumbai,2019-03-07,14
565,Hyundai,i10,2023,2098516.0,119328,Cng,Manual,First Owner,11.7,1200,5,Hyderabad,2020-09-29,3
566,Tata,Nexon,2013,770544.0,116686,Petrol,Manual,First Owner,28.4,1500,4,Pune,2024-02-28,13
567,Toyota,Innova,2019,1426729.0,79159,Diesel,Automatic,Second Owner,13.7,1000,4,Chennai,2019-03-27,7
568,Hyundai,Verna,2007,1267419.0,105710,Cng,Manual,First Owner,22.0,1500,5,Kolkata,2023-10-14,19
569,Hyundai,i10,2020,1295161.0,194216,Cng,Manual,Second Owner,17.9,1800,4,Chennai,2021-06-09,6
570,Tata,Tiago,2020,2180521.0,168918,Petrol,Manual,Third Owner,12.7,1500,4,Hyderabad,2021-06-30,6
571,Maruti,Alto,2016,1247283.0,128848,Diesel,Manual,First Owner,22.3,1800,4,Mumbai,2023-12-12,10
572,Maruti,Baleno,2016,1886959.0,19911,Cng,Manual,Third Owner,18.9,1000,4,Pune,2019-03-13,10
573,Maruti,Swift,2018,957142.0,147877,Cng,Manual,First Owner,14.5,1200,4,Kolkata,2019-12-02,8
574,Honda,Civic,2017,1164672.0,83002,Cng,Manual,Third Owner,19.6,1000,4,Hyderabad,2024-04-24,9
575,Toyota,Fortuner,2016,107539.0,80932,Electric,Automatic,First Owner,10.1,1200,5,Pune,2019-05-27,10
576,Honda,Amaze,2008,955649.0,20408,Petrol,Automatic,Second Owner,15.8,800,5,Mumbai,2022-06-09,18
577,Hyundai,i20,2016,199151.0,116303,Cng,Automatic,Second Owner,11.2,800,4,Mumbai,2023-01-02,10
578,Toyota,Glanza,2006,1228729.0,88573,Petrol,Automatic,First Owner,19.6,1500,7,Kolkata,2022-01-23,20
579,Maruti,Swift,2022,1192509.0,41696,Diesel,Manual,First Owner,27.0,1500,7,Kolkata,2022-12-09,4
580,Maruti,Baleno,2008,1205109.0,176352,Diesel,Manual,Second Owner,21.5,2000,4,Bangalore,2019-05-11,18
581,Maruti,WagonR,2006,1092243.0,157796,Petrol,Manual,First Owner,12.7,1200,7,Kolkata,2022-10-12,20
582,Toyota,Innova,2018,615242.0,123282,Diesel,Automatic,First Owner,29.7,2000,7,Hyderabad,2021-06-24,8
583,Hyundai,Creta,2012,1374363.0,55693,Diesel,Manual,Second Owner,26.6,1500,7,Mumbai,2020-06-04,14
584,Maruti,WagonR,2019,1747750.0,183447,Diesel,Automatic,Second Owner,11.4,1200,4,Delhi,2019-06-07,7
585,Toyota,Glanza,2019,236629.0,37818,Cng,Manual,First Owner,17.0,2000,7,Kolkata,2020-09-09,7
586,Toyota,Fortuner,2014,194423.0,107577,Diesel,Automatic,Third Owner,21.1,2000,7,Pune,2019-05-26,12
587,Tata,Nexon,2020,1504975.0,24021,Diesel,Manual,Third Owner,22.3,1000,4,Delhi,2023-08-06,6
588,Honda,Amaze,2008,1139989.0,85577,Cng,Manual,Third Owner,11.9,800,5,Delhi,2022-01-29,18
589,Tata,Nexon,2017,935666.0,151514,Diesel,Manual,First Owner,18.4,1200,5,Chennai,2022-02-15,9
590,Mahindra,XUV300,2007,1071802.0,14742,Cng,Manual,Third Owner,28.2,1200,4,Mumbai,2023-12-24,19
591,Maruti,Alto,2024,1156483.0,105567,Electric,Automatic,First Owner,29.6,800,5,Hyderabad,2021-10-02,2
592,Maruti,Baleno,2016,1814323.0,12924,Petrol,Manual,Second Owner,23.0,800,5,Mumbai,2019-09-25,10
593,Mahindra,Bolero,2014,1662454.0,19634,Electric,Manual,Third Owner,19.7,1000,7,Pune,2022-10-21,12
594,Mahindra,Scorpio,2021,1333823.0,35478,Cng,Automatic,Third Owner,15.8,1800,4,Pune,2023-08-08,5
595,Honda,City,2009,1161307.0,162742,Diesel,Automatic,First Owner,29.9,800,7,Bangalore,2021-02-23,17
596,Honda,City,2020,1083996.0,181606,Cng,Manual,Third Owner,25.7,1500,7,Hyderabad,2024-03-31,6
597,Tata,Nexon,2010,906117.0,155767,Cng,Automatic,Second Owner,13.6,1800,5,Kolkata,2020-02-29,16
598,Toyota,Fortuner,2018,468515.0,24888,Petrol,Automatic,Third Owner,18.5,1500,7,Kolkata,2021-07-28,8
599,Hyundai,Creta,2006,1635509.0,133597,Cng,Manual,Second Owner,11.7,800,5,Hyderabad,2019-02-08,20
600,Toyota,Glanza,2010,2219387.0,105942,Cng,Manual,First Owner,27.4,1800,4,Mumbai,2020-08-03,16
601,Hyundai,i10,2020,1161648.0,47921,Electric,Manual,Third Owner,28.9,1800,5,Delhi,2020-12-06,6
602,Maruti,Swift,2005,406530.0,41558,Diesel,Automatic,Third Owner,11.2,1500,7,Bangalore,2021-12-27,21
603,Honda,Civic,2015,2272179.0,10767,Petrol,Automatic,Second Owner,15.4,1800,7,Pune,2023-07-08,11
604,Maruti,WagonR,2019,158615.0,154289,Cng,Automatic,Third Owner,19.7,1500,5,Bangalore,2019-12-17,7
605,Maruti,Alto,2006,287030.0,126800,Petrol,Automatic,Second Owner,11.3,1500,7,Pune,2022-04-23,20
606,Honda,Civic,2011,1783518.0,199090,Electric,Automatic,First Owner,24.8,800,7,Delhi,2019-04-25,15
607,Tata,Tiago,2010,279034.0,31511,Cng,Automatic,Second Owner,24.3,1200,5,Kolkata,2022-03-04,16
608,Maruti,Alto,2009,449274.0,84508,Petrol,Automatic,First Owner,26.2,800,4,Pune,2020-07-04,17
609,Hyundai,Verna,2005,697787.0,70730,Electric,Automatic,Second Owner,19.2,800,4,Pune,2022-01-19,21
610,Mahindra,Scorpio,2005,289825.0,181763,Cng,Automatic,First Owner,25.1,1500,5,Mumbai,2020-07-22,21
611,Mahindra,Scorpio,2009,1230078.0,44774,Petrol,Manual,First Owner,16.1,800,5,Pune,2019-12-30,17
612,Mahindra,Bolero,2009,348124.0,85181,Cng,Automatic,First Owner,12.3,1200,7,Bangalore,2021-02-19,17
613,Tata,Altroz,2007,1921727.0,149159,Petrol,Automatic,Second Owner,21.8,1000,4,Delhi,2023-09-24,19
614,Maruti,Alto,2022,709566.0,187709,Diesel,Manual,Third Owner,19.2,1000,5,Kolkata,2021-08-20,4
615,Maruti,Swift,2022,2129818.0,182920,Diesel,Manual,First Owner,13.9,1500,5,Kolkata,2020-07-03,4
616,Maruti,Swift,2010,1348090.0,146545,Cng,Automatic,First Owner,15.6,1800,7,Mumbai,2020-10-05,16
617,Hyundai,Creta,2005,1788832.0,159184,Electric,Automatic,First Owner,23.1,1500,7,Mumbai,2024-04-02,21
618,Hyundai,i20,2012,1188230.0,87536,Electric,Manual,Third Owner,27.9,1000,7,Bangalore,2019-06-14,14
619,Tata,Nexon,2013,2479606.0,81210,Cng,Automatic,Second Owner,22.4,1500,5,Mumbai,2020-07-21,13
620,Honda,Civic,2005,536317.0,188319,Petrol,Automatic,Second Owner,15.5,1800,5,Pune,2020-10-10,21
621,Toyota,Glanza,2014,1716931.0,68960,Electric,Manual,Third Owner,24.2,2000,7,Mumbai,2022-07-16,12
622,Mahindra,Bolero,2020,817063.0,185923,Electric,Automatic,First Owner,26.4,800,5,Mumbai,2020-02-28,6
623,Honda,City,2013,955777.0,116334,Cng,Manual,Second Owner,16.7,2000,5,Delhi,2021-08-18,13
624,Hyundai,Creta,2012,1441653.0,182183,Cng,Manual,Third Owner,16.1,1500,5,Kolkata,2019-04-20,14
625,Hyundai,Creta,2021,2459604.0,141205,Diesel,Automatic,First Owner,27.8,1200,4,Mumbai,2021-07-07,5
626,Mahindra,Bolero,2009,156150.0,38950,Diesel,Manual,Second Owner,22.9,1000,7,Hyderabad,2021-02-15,17
627,Tata,Altroz,2012,703085.0,61853,Electric,Automatic,Third Owner,18.6,1000,7,Kolkata,2019-06-29,14
628,Hyundai,i10,2018,138621.0,66357,Cng,Automatic,First Owner,14.5,1500,7,Mumbai,2022-06-08,8
629,Honda,Amaze,2015,2057861.0,14121,Electric,Manual,Third Owner,26.7,1800,5,Kolkata,2022-07-19,11
630,Maruti,Alto,2024,328128.0,73135,Diesel,Manual,Second Owner,11.1,1800,7,Bangalore,2020-08-22,2
631,Tata,Altroz,2017,2348570.0,180149,Petrol,Manual,Third Owner,23.1,1200,7,Pune,2023-09-11,9
632,Mahindra,XUV300,2011,594204.0,185979,Petrol,Manual,First Owner,27.0,1200,7,Chennai,2020-11-27,15
633,Toyota,Innova,2011,1267419.0,14367,Diesel,Manual,Second Owner,22.5,1000,7,Chennai,2020-04-06,15
634,Mahindra,XUV300,2015,753115.0,37251,Diesel,Manual,Second Owner,21.3,2000,4,Hyderabad,2021-02-11,11
635,Hyundai,i20,2018,670441.0,98003,Cng,Manual,First Owner,13.6,2000,7,Bangalore,2022-10-18,8
636,Mahindra,Scorpio,2008,1267419.0,41618,Cng,Manual,Third Owner,13.2,1200,5,Chennai,2020-05-02,18
637,Tata,Tiago,2018,1553112.0,7830,Diesel,Automatic,First Owner,15.7,1000,5,Kolkata,2022-02-01,8
638,Mahindra,Bolero,2015,1637165.0,90535,Diesel,Automatic,Third Owner,25.5,1800,7,Hyderabad,2023-09-22,11
639,Mahindra,Bolero,2010,859681.0,66028,Cng,Manual,Second Owner,21.4,1800,7,Delhi,2022-10-15,16
640,Toyota,Fortuner,2015,520528.0,195314,Diesel,Manual,Second Owner,12.4,1500,7,Bangalore,2019-07-27,11
641,Tata,Altroz,2011,1130011.0,132754,Cng,Manual,Second Owner,25.5,2000,4,Mumbai,2020-09-01,15
642,Hyundai,Verna,2006,2015711.0,70122,Diesel,Automatic,First Owner,22.2,1500,5,Bangalore,2023-01-08,20
643,Tata,Tiago,2021,749102.0,84084,Petrol,Manual,First Owner,28.4,800,7,Mumbai,2022-07-14,5
644,Maruti,WagonR,2006,2355377.0,21677,Diesel,Manual,Third Owner,25.6,800,4,Mumbai,2024-05-11,20
645,Toyota,Fortuner,2021,358179.0,181802,Petrol,Automatic,Third Owner,10.5,800,7,Kolkata,2022-05-18,5
646,Maruti,WagonR,2023,2144130.0,83909,Cng,Automatic,First Owner,22.7,1000,5,Hyderabad,2019-10-24,3
647,Tata,Altroz,2021,1394270.0,23096,Petrol,Manual,Third Owner,28.9,1000,5,Hyderabad,2024-04-10,5
648,Mahindra,XUV300,2013,1950289.0,154014,Cng,Automatic,First Owner,21.3,2000,7,Delhi,2023-05-11,13
649,Honda,Amaze,2005,1947951.0,13582,Diesel,Automatic,First Owner,15.2,1200,4,Delhi,2020-02-13,21
650,Tata,Tiago,2012,1553172.0,83301,Cng,Manual,Third Owner,14.0,800,4,Bangalore,2020-10-31,14
651,Honda,Amaze,2021,887012.0,160916,Petrol,Automatic,First Owner,27.1,1500,4,Kolkata,2021-05-09,5
652,Honda,Amaze,2011,426312.0,175524,Cng,Automatic,First Owner,23.4,1500,5,Bangalore,2022-10-20,15
653,Honda,Civic,2018,1647094.0,32861,Diesel,Manual,First Owner,24.8,1200,4,Bangalore,2021-05-31,8
654,Honda,Civic,2019,810834.0,10034,Diesel,Automatic,Third Owner,25.4,800,5,Hyderabad,2020-09-11,7
655,Toyota,Innova,2021,1639837.0,87651,Petrol,Manual,Third Owner,29.1,2000,7,Pune,2022-03-20,5
656,Maruti,Alto,2011,1249125.0,180971,Petrol,Automatic,Second Owner,29.7,1000,5,Hyderabad,2023-11-25,15
657,Mahindra,Scorpio,2018,1662787.0,185882,Diesel,Automatic,First Owner,18.8,1800,4,Hyderabad,2024-01-17,8
658,Mahindra,XUV300,2007,1991843.0,196488,Petrol,Automatic,First Owner,16.1,1500,7,Pune,2021-06-19,19
659,Maruti,Swift,2007,2054836.0,58969,Petrol,Automatic,Second Owner,26.9,1800,4,Kolkata,2019-10-07,19
660,Tata,Altroz,2016,1976956.0,156230,Diesel,Automatic,Third Owner,27.7,1800,5,Hyderabad,2019-09-19,10
661,Mahindra,XUV300,2010,1463863.0,77152,Petrol,Automatic,Second Owner,15.9,1500,5,Chennai,2021-06-29,16
662,Honda,City,2005,1007854.0,59944,Diesel,Manual,Second Owner,15.0,1000,4,Delhi,2022-03-18,21
663,Hyundai,Creta,2017,474039.0,149070,Cng,Manual,Third Owner,11.3,2000,7,Mumbai,2020-04-16,9
664,Tata,Altroz,2018,1267419.0,109730,Cng,Automatic,Second Owner,16.0,1500,5,Pune,2020-04-01,8
665,Mahindra,Scorpio,2017,383764.0,190416,Cng,Manual,Second Owner,23.3,1200,5,Mumbai,2019-10-05,9
666,Maruti,Baleno,2021,1607968.0,181671,Cng,Automatic,Third Owner,21.3,800,7,Delhi,2022-11-13,5
667,Hyundai,Creta,2009,1125988.0,66981,Diesel,Automatic,Second Owner,23.3,1500,5,Pune,2019-09-30,17
668,Tata,Nexon,2020,1696495.0,78028,Cng,Manual,Third Owner,21.7,800,5,Chennai,2019-03-22,6
669,Honda,Amaze,2022,195613.0,169127,Petrol,Automatic,Second Owner,25.3,2000,4,Bangalore,2020-02-12,4
670,Toyota,Glanza,2014,1066799.0,48735,Electric,Automatic,Third Owner,18.1,1800,7,Delhi,2021-03-31,12
671,Mahindra,XUV300,2019,550469.0,8380,Diesel,Automatic,First Owner,26.0,2000,7,Chennai,2020-09-26,7
672,Mahindra,Bolero,2015,2098178.0,103309,Electric,Manual,Second Owner,15.4,800,7,Chennai,2023-12-30,11
673,Maruti,Alto,2020,805785.0,34869,Petrol,Automatic,First Owner,13.8,1500,7,Bangalore,2021-06-12,6
674,Honda,City,2014,1055760.0,10451,Cng,Automatic,Second Owner,25.3,2000,5,Chennai,2019-03-27,12
675,Maruti,Baleno,2011,120650.0,39176,Cng,Manual,Second Owner,25.7,1000,4,Chennai,2022-11-19,15
676,Honda,City,2018,1515259.0,74478,Petrol,Automatic,Second Owner,10.4,2000,5,Mumbai,2024-02-21,8
677,Hyundai,i10,2009,2354553.0,41645,Diesel,Automatic,Second Owner,25.2,1000,7,Bangalore,2021-07-05,17
678,Honda,Civic,2006,746407.0,176879,Electric,Manual,Third Owner,12.2,800,5,Bangalore,2019-11-05,20
679,Tata,Tiago,2021,2497705.0,95413,Cng,Automatic,First Owner,15.5,800,7,Delhi,2021-02-05,5
680,Honda,City,2013,200068.0,123655,Diesel,Automatic,Second Owner,29.4,1800,7,Kolkata,2022-05-17,13
681,Honda,Civic,2022,296829.0,42196,Petrol,Manual,Third Owner,17.4,1500,4,Kolkata,2019-01-01,4
